SITE_ID,DAMCNT_BSN,DAMDEN_BSN,DAMDEN_MISSINGDATA,DOMGEOL_BSN,ELEV_MISSINGDATA,ELEV_SITE,ELEVMAX_BSN,ELEVMEAN_BSN,ELEVMIN_BSN,GEOL_MISSDATA,GNEISSAREA_BSN,GNEISSPCT_BSN,GRANITICAREA_BSN,GRANITICPCT_BSN,HOUSEDEN_1000,HOUSEDEN_200,HOUSEDEN_500,HOUSEDEN_BSN,HOUSEDEN_MISSINGDATA_1000,HOUSEDEN_MISSINGDATA_200,HOUSEDEN_MISSINGDATA_500,HOUSEDEN_MISSINGDATA_BSN,MAFULAREA_BSN,MAFULPCT_BSN,MERCDEP_BSN,MERCDEP_MISSINGDATA_BSN,MERCDEP_MISSINGDATA_SITE,MERCDEP_SITE,MINECNT_1000,MINECNT_200,MINECNT_500,MINECNT_BSN,MINEDEN_1000,MINEDEN_200,MINEDEN_500,MINEDEN_BSN,MINEDEN_MISSINGDATA_1000,MINEDEN_MISSINGDATA_200,MINEDEN_MISSINGDATA_500,MINEDEN_MISSINGDATA_BSN,NADP_MISSINGDATA_BSN,NADP_MISSINGDATA_SITE,NADP_NH4_BSN,NADP_NH4_SITE,NADP_NO3_BSN,NADP_NO3_SITE,NADP_SN_BSN,NADP_SN_SITE,NADP_TOTALN_BSN,NADP_TOTALN_SITE,NLCD2001_11AREA_1000,NLCD2001_11AREA_200,NLCD2001_11AREA_500,NLCD2001_11AREA_BSN,NLCD2001_11PCT_1000,NLCD2001_11PCT_200,NLCD2001_11PCT_500,NLCD2001_11PCT_BSN,NLCD2001_12AREA_1000,NLCD2001_12AREA_200,NLCD2001_12AREA_500,NLCD2001_12AREA_BSN,NLCD2001_12PCT_1000,NLCD2001_12PCT_200,NLCD2001_12PCT_500,NLCD2001_12PCT_BSN,NLCD2001_21AREA_1000,NLCD2001_21AREA_200,NLCD2001_21AREA_500,NLCD2001_21AREA_BSN,NLCD2001_21PCT_1000,NLCD2001_21PCT_200,NLCD2001_21PCT_500,NLCD2001_21PCT_BSN,NLCD2001_22AREA_1000,NLCD2001_22AREA_200,NLCD2001_22AREA_500,NLCD2001_22AREA_BSN,NLCD2001_22PCT_1000,NLCD2001_22PCT_200,NLCD2001_22PCT_500,NLCD2001_22PCT_BSN,NLCD2001_23AREA_1000,NLCD2001_23AREA_200,NLCD2001_23AREA_500,NLCD2001_23AREA_BSN,NLCD2001_23PCT_1000,NLCD2001_23PCT_200,NLCD2001_23PCT_500,NLCD2001_23PCT_BSN,NLCD2001_24AREA_1000,NLCD2001_24AREA_200,NLCD2001_24AREA_500,NLCD2001_24AREA_BSN,NLCD2001_24PCT_1000,NLCD2001_24PCT_200,NLCD2001_24PCT_500,NLCD2001_24PCT_BSN,NLCD2001_31AREA_1000,NLCD2001_31AREA_200,NLCD2001_31AREA_500,NLCD2001_31AREA_BSN,NLCD2001_31PCT_1000,NLCD2001_31PCT_200,NLCD2001_31PCT_500,NLCD2001_31PCT_BSN,NLCD2001_41AREA_1000,NLCD2001_41AREA_200,NLCD2001_41AREA_500,NLCD2001_41AREA_BSN,NLCD2001_41PCT_1000,NLCD2001_41PCT_200,NLCD2001_41PCT_500,NLCD2001_41PCT_BSN,NLCD2001_42AREA_1000,NLCD2001_42AREA_200,NLCD2001_42AREA_500,NLCD2001_42AREA_BSN,NLCD2001_42PCT_1000,NLCD2001_42PCT_200,NLCD2001_42PCT_500,NLCD2001_42PCT_BSN,NLCD2001_43AREA_1000,NLCD2001_43AREA_200,NLCD2001_43AREA_500,NLCD2001_43AREA_BSN,NLCD2001_43PCT_1000,NLCD2001_43PCT_200,NLCD2001_43PCT_500,NLCD2001_43PCT_BSN,NLCD2001_51AREA_1000,NLCD2001_51AREA_200,NLCD2001_51AREA_500,NLCD2001_51AREA_BSN,NLCD2001_51PCT_1000,NLCD2001_51PCT_200,NLCD2001_51PCT_500,NLCD2001_51PCT_BSN,NLCD2001_52AREA_1000,NLCD2001_52AREA_200,NLCD2001_52AREA_500,NLCD2001_52AREA_BSN,NLCD2001_52PCT_1000,NLCD2001_52PCT_200,NLCD2001_52PCT_500,NLCD2001_52PCT_BSN,NLCD2001_71AREA_1000,NLCD2001_71AREA_200,NLCD2001_71AREA_500,NLCD2001_71AREA_BSN,NLCD2001_71PCT_1000,NLCD2001_71PCT_200,NLCD2001_71PCT_500,NLCD2001_71PCT_BSN,NLCD2001_72AREA_1000,NLCD2001_72AREA_200,NLCD2001_72AREA_500,NLCD2001_72AREA_BSN,NLCD2001_72PCT_1000,NLCD2001_72PCT_200,NLCD2001_72PCT_500,NLCD2001_72PCT_BSN,NLCD2001_73AREA_1000,NLCD2001_73AREA_200,NLCD2001_73AREA_500,NLCD2001_73AREA_BSN,NLCD2001_73PCT_1000,NLCD2001_73PCT_200,NLCD2001_73PCT_500,NLCD2001_73PCT_BSN,NLCD2001_74AREA_1000,NLCD2001_74AREA_200,NLCD2001_74AREA_500,NLCD2001_74AREA_BSN,NLCD2001_74PCT_1000,NLCD2001_74PCT_200,NLCD2001_74PCT_500,NLCD2001_74PCT_BSN,NLCD2001_81AREA_1000,NLCD2001_81AREA_200,NLCD2001_81AREA_500,NLCD2001_81AREA_BSN,NLCD2001_81PCT_1000,NLCD2001_81PCT_200,NLCD2001_81PCT_500,NLCD2001_81PCT_BSN,NLCD2001_82AREA_1000,NLCD2001_82AREA_200,NLCD2001_82AREA_500,NLCD2001_82AREA_BSN,NLCD2001_82PCT_1000,NLCD2001_82PCT_200,NLCD2001_82PCT_500,NLCD2001_82PCT_BSN,NLCD2001_90AREA_1000,NLCD2001_90AREA_200,NLCD2001_90AREA_500,NLCD2001_90AREA_BSN,NLCD2001_90PCT_1000,NLCD2001_90PCT_200,NLCD2001_90PCT_500,NLCD2001_90PCT_BSN,NLCD2001_95AREA_1000,NLCD2001_95AREA_200,NLCD2001_95AREA_500,NLCD2001_95AREA_BSN,NLCD2001_95PCT_1000,NLCD2001_95PCT_200,NLCD2001_95PCT_500,NLCD2001_95PCT_BSN,NLCD2001_AGRICPCT_1000,NLCD2001_AGRICPCT_200,NLCD2001_AGRICPCT_500,NLCD2001_AGRICPCT_BSN,NLCD2001_ASSIGNEDAREA_1000,NLCD2001_ASSIGNEDAREA_200,NLCD2001_ASSIGNEDAREA_500,NLCD2001_ASSIGNEDAREA_BSN,NLCD2001_DEVELOPEDPCT_1000,NLCD2001_DEVELOPEDPCT_200,NLCD2001_DEVELOPEDPCT_500,NLCD2001_DEVELOPEDPCT_BSN,NLCD2001_FORESTPCT_1000,NLCD2001_FORESTPCT_200,NLCD2001_FORESTPCT_500,NLCD2001_FORESTPCT_BSN,NLCD2001_MISSINGDATA_1000,NLCD2001_MISSINGDATA_200,NLCD2001_MISSINGDATA_500,NLCD2001_MISSINGDATA_BSN,NLCD2001_WATERPCT_1000,NLCD2001_WATERPCT_200,NLCD2001_WATERPCT_500,NLCD2001_WATERPCT_BSN,NLCD2001_WETLANDPCT_1000,NLCD2001_WETLANDPCT_200,NLCD2001_WETLANDPCT_500,NLCD2001_WETLANDPCT_BSN,NLCD2006_11AREA_1000,NLCD2006_11AREA_200,NLCD2006_11AREA_500,NLCD2006_11AREA_BSN,NLCD2006_11PCT_1000,NLCD2006_11PCT_200,NLCD2006_11PCT_500,NLCD2006_11PCT_BSN,NLCD2006_12AREA_1000,NLCD2006_12AREA_200,NLCD2006_12AREA_500,NLCD2006_12AREA_BSN,NLCD2006_12PCT_1000,NLCD2006_12PCT_200,NLCD2006_12PCT_500,NLCD2006_12PCT_BSN,NLCD2006_21AREA_1000,NLCD2006_21AREA_200,NLCD2006_21AREA_500,NLCD2006_21AREA_BSN,NLCD2006_21PCT_1000,NLCD2006_21PCT_200,NLCD2006_21PCT_500,NLCD2006_21PCT_BSN,NLCD2006_22AREA_1000,NLCD2006_22AREA_200,NLCD2006_22AREA_500,NLCD2006_22AREA_BSN,NLCD2006_22PCT_1000,NLCD2006_22PCT_200,NLCD2006_22PCT_500,NLCD2006_22PCT_BSN,NLCD2006_23AREA_1000,NLCD2006_23AREA_200,NLCD2006_23AREA_500,NLCD2006_23AREA_BSN,NLCD2006_23PCT_1000,NLCD2006_23PCT_200,NLCD2006_23PCT_500,NLCD2006_23PCT_BSN,NLCD2006_24AREA_1000,NLCD2006_24AREA_200,NLCD2006_24AREA_500,NLCD2006_24AREA_BSN,NLCD2006_24PCT_1000,NLCD2006_24PCT_200,NLCD2006_24PCT_500,NLCD2006_24PCT_BSN,NLCD2006_31AREA_1000,NLCD2006_31AREA_200,NLCD2006_31AREA_500,NLCD2006_31AREA_BSN,NLCD2006_31PCT_1000,NLCD2006_31PCT_200,NLCD2006_31PCT_500,NLCD2006_31PCT_BSN,NLCD2006_41AREA_1000,NLCD2006_41AREA_200,NLCD2006_41AREA_500,NLCD2006_41AREA_BSN,NLCD2006_41PCT_1000,NLCD2006_41PCT_200,NLCD2006_41PCT_500,NLCD2006_41PCT_BSN,NLCD2006_42AREA_1000,NLCD2006_42AREA_200,NLCD2006_42AREA_500,NLCD2006_42AREA_BSN,NLCD2006_42PCT_1000,NLCD2006_42PCT_200,NLCD2006_42PCT_500,NLCD2006_42PCT_BSN,NLCD2006_43AREA_1000,NLCD2006_43AREA_200,NLCD2006_43AREA_500,NLCD2006_43AREA_BSN,NLCD2006_43PCT_1000,NLCD2006_43PCT_200,NLCD2006_43PCT_500,NLCD2006_43PCT_BSN,NLCD2006_51AREA_1000,NLCD2006_51AREA_200,NLCD2006_51AREA_500,NLCD2006_51AREA_BSN,NLCD2006_51PCT_1000,NLCD2006_51PCT_200,NLCD2006_51PCT_500,NLCD2006_51PCT_BSN,NLCD2006_52AREA_1000,NLCD2006_52AREA_200,NLCD2006_52AREA_500,NLCD2006_52AREA_BSN,NLCD2006_52PCT_1000,NLCD2006_52PCT_200,NLCD2006_52PCT_500,NLCD2006_52PCT_BSN,NLCD2006_71AREA_1000,NLCD2006_71AREA_200,NLCD2006_71AREA_500,NLCD2006_71AREA_BSN,NLCD2006_71PCT_1000,NLCD2006_71PCT_200,NLCD2006_71PCT_500,NLCD2006_71PCT_BSN,NLCD2006_72AREA_1000,NLCD2006_72AREA_200,NLCD2006_72AREA_500,NLCD2006_72AREA_BSN,NLCD2006_72PCT_1000,NLCD2006_72PCT_200,NLCD2006_72PCT_500,NLCD2006_72PCT_BSN,NLCD2006_73AREA_1000,NLCD2006_73AREA_200,NLCD2006_73AREA_500,NLCD2006_73AREA_BSN,NLCD2006_73PCT_1000,NLCD2006_73PCT_200,NLCD2006_73PCT_500,NLCD2006_73PCT_BSN,NLCD2006_74AREA_1000,NLCD2006_74AREA_200,NLCD2006_74AREA_500,NLCD2006_74AREA_BSN,NLCD2006_74PCT_1000,NLCD2006_74PCT_200,NLCD2006_74PCT_500,NLCD2006_74PCT_BSN,NLCD2006_81AREA_1000,NLCD2006_81AREA_200,NLCD2006_81AREA_500,NLCD2006_81AREA_BSN,NLCD2006_81PCT_1000,NLCD2006_81PCT_200,NLCD2006_81PCT_500,NLCD2006_81PCT_BSN,NLCD2006_82AREA_1000,NLCD2006_82AREA_200,NLCD2006_82AREA_500,NLCD2006_82AREA_BSN,NLCD2006_82PCT_1000,NLCD2006_82PCT_200,NLCD2006_82PCT_500,NLCD2006_82PCT_BSN,NLCD2006_90AREA_1000,NLCD2006_90AREA_200,NLCD2006_90AREA_500,NLCD2006_90AREA_BSN,NLCD2006_90PCT_1000,NLCD2006_90PCT_200,NLCD2006_90PCT_500,NLCD2006_90PCT_BSN,NLCD2006_95AREA_1000,NLCD2006_95AREA_200,NLCD2006_95AREA_500,NLCD2006_95AREA_BSN,NLCD2006_95PCT_1000,NLCD2006_95PCT_200,NLCD2006_95PCT_500,NLCD2006_95PCT_BSN,NLCD2006_AGRICPCT_1000,NLCD2006_AGRICPCT_200,NLCD2006_AGRICPCT_500,NLCD2006_AGRICPCT_BSN,NLCD2006_ASSIGNEDAREA_1000,NLCD2006_ASSIGNEDAREA_200,NLCD2006_ASSIGNEDAREA_500,NLCD2006_ASSIGNEDAREA_BSN,NLCD2006_DEVELOPEDPCT_1000,NLCD2006_DEVELOPEDPCT_200,NLCD2006_DEVELOPEDPCT_500,NLCD2006_DEVELOPEDPCT_BSN,NLCD2006_FORESTPCT_1000,NLCD2006_FORESTPCT_200,NLCD2006_FORESTPCT_500,NLCD2006_FORESTPCT_BSN,NLCD2006_IMPERVAREA_1000,NLCD2006_IMPERVAREA_200,NLCD2006_IMPERVAREA_500,NLCD2006_IMPERVAREA_BSN,NLCD2006_IMPERVPCT_1000,NLCD2006_IMPERVPCT_200,NLCD2006_IMPERVPCT_500,NLCD2006_IMPERVPCT_BSN,NLCD2006_MISSINGDATA_IM_1000,NLCD2006_MISSINGDATA_IM_200,NLCD2006_MISSINGDATA_IM_500,NLCD2006_MISSINGDATA_IM_BSN,NLCD2006_MISSINGDATA_LU_1000,NLCD2006_MISSINGDATA_LU_200,NLCD2006_MISSINGDATA_LU_500,NLCD2006_MISSINGDATA_LU_BSN,NLCD2006_WATERPCT_1000,NLCD2006_WATERPCT_200,NLCD2006_WATERPCT_500,NLCD2006_WATERPCT_BSN,NLCD2006_WETLANDPCT_1000,NLCD2006_WETLANDPCT_200,NLCD2006_WETLANDPCT_500,NLCD2006_WETLANDPCT_BSN,PCVPY_BSN,PCVPY_PT,PERM_MISSINGDATA_BSN,PERM_MISSINGDATA_SITE,PERMRATE_BSN,PERMRATE_SITE,PIP_BSN,PIP_PT,PMAX_BSN,PMAX_PT,PMEAN_BSN,PMEAN_PT,PMIN_BSN,PMIN_PT,POPDEN_1000,POPDEN_200,POPDEN_500,POPDEN_BSN,POPDEN_MISSINGDATA_1000,POPDEN_MISSINGDATA_200,POPDEN_MISSINGDATA_500,POPDEN_MISSINGDATA_BSN,PRISM_MISSINGDATA_BSN,PRISM_MISSINGDATA_PT,PSUM6M_BSN,PSUM6M_PT,PSUMPY_BSN,PSUMPY_PT,QTRNRYAREA_BSN,QTRNRYPCT_BSN,ROADDEN_1000,ROADDEN_200,ROADDEN_500,ROADDEN_BSN,ROADDEN_MISSINGDATA_1000,ROADDEN_MISSINGDATA_200,ROADDEN_MISSINGDATA_500,ROADDEN_MISSINGDATA_BSN,SAND_MISSINGDATA_BSN,SAND_MISSINGDATA_SITE,SANDPCT_BSN,SANDPCT_SITE,SDMNTAREA_BSN,SDMNTPCT_BSN,SITE_GEOLOGY,TFARMN_BSN,TFARMP_BSN,TIP_BSN,TIP_PT,TMAX_BSN,TMAX_PT,TMAXSD_BSN,TMEAN_BSN,TMEAN_PT,TMEANPW_BSN,TMEANPW_PT,TMEANPY_BSN,TMEANPY_PT,TMEANSD_BSN,TMIN_BSN,TMIN_PT,TMINSD_BSN,TNONFARMN_BSN,TNONFARMP_BSN,VOLCANAREA_BSN,VOLCANPCT_BSN,WATERAREA_BSN,WATERPCT_BSN
NLA12_AL-101,100,0.009147651,0,SDMNTRY,0,5703,47111,19615.40039,3969,0,0,0,0,0,9.068369,9.228019,9.36828,73.7985,0,0,0,0,0,0,14.4855,0,0,12.0581,0,0,0,13,0,0,0,0.001189195,0,0,0,0,0,0,2.78449,2.29176,7.917129,7.55018,517.906982,467.88501,3.947999,3.48298,12103200,11434500,11700000,179672400,13.27673,35.467031,20.669041,1.643579,0,0,0,0,0,0,0,0,742500,200700,484200,617491800,0.814493,0.622522,0.85538,5.648594,45900,14400,23400,273366000,0.05035,0.044665,0.041338,2.500655,9900,9900,9900,85146300,0.01086,0.030707,0.017489,0.778888,12600,7200,12600,38112300,0.013822,0.022333,0.022259,0.348638,408600,151200,268200,52683300,0.448218,0.468986,0.473798,0.481928,37014300,10575000,22169700,3249391500,40.603218,32.801072,39.164653,29.724273,22528800,5176800,11595600,2113024500,24.7132,16.057172,20.48461,19.329193,11016000,2712600,6491700,1073438100,12.084115,8.413824,11.468138,9.819428,0,0,0,0,0,0,0,0,2738700,394200,1304100,682831800,3.004245,1.222712,2.303803,6.246301,2978100,401400,1263600,466907400,3.266858,1.245045,2.232256,4.271102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127800,48600,87300,1735491600,0.140192,0.150745,0.154223,15.875657,157500,0,0,234034200,0.172771,0,0,2.140861,1263600,1113300,1196100,128590200,1.386119,3.453185,2.113012,1.176297,13500,0,0,1596600,0.014809,0,0,0.014605,0.312963,0.150745,0.154223,18.016518,91.1545262,32.21082231,56.58555523,10931.76757,0.889525,0.720227,0.936466,9.276775,77.400533,57.272068,71.117401,58.872894,0,0,0,0,13.27673,35.467031,20.669041,1.643579,1.400928,3.453185,2.113012,1.190902,12093300,11434500,11700000,174454200,13.26587,35.467031,20.669041,1.595845,0,0,0,0,0,0,0,0,742500,200700,484200,626937300,0.814493,0.622522,0.85538,5.734998,45900,14400,23400,282460500,0.05035,0.044665,0.041338,2.583848,9900,9900,9900,88427700,0.01086,0.030707,0.017489,0.808905,12600,7200,12600,39350700,0.013822,0.022333,0.022259,0.359966,750600,194400,376200,70025400,0.823378,0.602981,0.664589,0.640567,36767700,10534500,22059000,3249564300,40.332708,32.675451,38.969092,29.725853,21556800,5097600,11292300,2015719200,23.646954,15.811512,19.948804,18.439079,10596600,2662200,6279300,1030473000,11.62405,8.257495,11.092915,9.426399,0,0,0,0,0,0,0,0,3734100,521100,1770300,708014700,4.09616,1.616325,3.127385,6.476666,3288600,401400,1315800,568604700,3.607464,1.245045,2.324472,5.201393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127800,48600,87300,1722381300,0.140192,0.150745,0.154223,15.755729,157500,0,0,227603700,0.172771,0,0,2.082037,1263600,1113300,1196100,126065700,1.386119,3.453185,2.113012,1.153204,13500,0,0,1695600,0.014809,0,0,0.015511,0.312963,0.150745,0.154223,17.837766,91.1545262,32.21082231,56.58555523,10931.76757,0.889525,0.720227,0.936466,9.487717,75.603712,56.744458,70.010811,57.591331,0.068143478,0.026058555,0.045847314,230.3815357,0.074756,0.0809,0.081023,2.10745,0,0,0,0,0,0,0,0,13.26587,35.467031,20.669041,1.595845,1.400928,3.453185,2.113012,1.168715,0.618912,0.65893,0,0,3.59489,3,63273.5,59421,13987,10832,145141,136161,9318.110352,8646,22.998899,23.4319,23.821599,162.533996,0,0,0,0,0,0,73767.10156,68076,136967,121594,0,0,0.880367,0.726536,0.785124,2.18218,18.395089,41.433892,28.175234,1.468674,0,0,14.478799,14,0,100,SDMNTRY,489.271288,104.2969485,2412.669922,2528.290039,2258.139893,2394,68.4356,1620.599976,1725.949951,850.32898,978.814026,1737.109985,1856.900024,57.6721,983.059021,1058,67.518898,104.5594861,21.01435093,0,0,0,0
NLA12_AL-102,1,0.081360068,0,SDMNTRY,0,24815,32454,27977,23620,0,0,0,0,0,110.345001,93.559501,99.8022,108.831001,0,0,0,0,0,0,15.530099,0,0,15.6094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.951299,3.00912,7.887849,8.04084,529.796997,540.718018,4.070879,4.15027,596700,592200,596700,601200,5.681234,19.427222,9.597568,4.892339,0,0,0,0,0,0,0,0,1004400,202500,481500,1462500,9.562982,6.643047,7.744644,11.901274,594000,98100,241200,725400,5.655527,3.218187,3.87956,5.903032,82800,0,11700,105300,0.788346,0,0.188188,0.856892,4500,0,0,4500,0.042845,0,0,0.036619,8100,8100,8100,8100,0.077121,0.265722,0.130284,0.065915,2883600,794700,1656000,3163500,27.455013,26.070269,26.635785,25.743372,336600,150300,219600,381600,3.204799,4.930617,3.532137,3.105317,351000,84600,205200,400500,3.341902,2.775317,3.300521,3.259118,0,0,0,0,0,0,0,0,1137600,243000,568800,1259100,10.831191,7.971656,9.148813,10.246082,52200,9900,37800,56700,0.497001,0.324771,0.607991,0.461403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017700,740700,1936800,3641400,28.731791,24.298789,31.152287,29.632342,363600,54000,183600,408600,3.461868,1.771479,2.953098,3.325033,70200,70200,70200,70200,0.66838,2.302923,1.129126,0.571261,0,0,0,0,0,0,0,0,32.193659,26.070268,34.105385,32.957375,10.50727103,3.045343152,6.218719825,12.29104177,16.0497,9.861234,11.812392,18.697817,34.001714,33.776203,33.468443,32.107807,0,0,0,0,5.681234,19.427222,9.597568,4.892339,0.66838,2.302923,1.129126,0.571261,596700,592200,596700,601200,5.681234,19.427222,9.597568,4.892339,0,0,0,0,0,0,0,0,1004400,202500,481500,1462500,9.562982,6.643047,7.744644,11.901274,594000,98100,241200,725400,5.655527,3.218187,3.87956,5.903032,82800,0,11700,105300,0.788346,0,0.188188,0.856892,4500,0,0,4500,0.042845,0,0,0.036619,8100,8100,8100,8100,0.077121,0.265722,0.130284,0.065915,2916000,794700,1675800,3195900,27.763496,26.070269,26.954256,26.007031,336600,150300,219600,381600,3.204799,4.930617,3.532137,3.105317,351000,84600,205200,400500,3.341902,2.775317,3.300521,3.259118,0,0,0,0,0,0,0,0,1137600,243000,568800,1259100,10.831191,7.971656,9.148813,10.246082,52200,9900,37800,56700,0.497001,0.324771,0.607991,0.461403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000600,740700,1920600,3624300,28.56898,24.298789,30.89172,29.493189,348300,54000,180000,393300,3.316195,1.771479,2.895194,3.200527,70200,70200,70200,70200,0.66838,2.302923,1.129126,0.571261,0,0,0,0,0,0,0,0,31.885175,26.070268,33.786914,32.693716,10.50727103,3.045343152,6.218719825,12.29104177,16.0497,9.861234,11.812392,18.697817,34.310197,33.776203,33.786914,32.371466,0.317577013,0.045945397,0.116353492,0.419087651,3.02245,1.50871,1.87102,3.4097,0,0,0,0,0,0,0,0,5.681234,19.427222,9.597568,4.892339,0.66838,2.302923,1.129126,0.571261,0.581502,0.595047,0,0,4,4,57869.80078,59970,14351.09961,10479,149389,150029,9942.55957,9997,258.203002,221.313995,235.078994,254.791,0,0,0,0,0,0,75816.39844,76267,134928,137461,0,0,4.1315,4.11539,4.20415,3.97851,0,0,0,0,0,0,15.9482,17,12290000,100,SDMNTRY,1135.005531,241.9469469,2342.719971,2336.370117,2145.790039,2160,69.955902,1538.119995,1545.229981,847.809021,839.059998,1668.780029,1668.640015,68.710899,930.452026,931,84.572601,111.6032307,22.4295889,0,0,0,0
NLA12_AL-103,490,0.024427664,0,SDMNTRY,0,14178,128372,29397.90039,12827,0,0,0,0,0,95.985298,95.342002,94.357299,78.780502,0,0,0,0,0,0,13.503499,0,0,12.2843,1,0,1,42,0.002000254,0,0.002949492,0.0020938,0,0,0,0,0,0,2.570839,2.51066,6.95157,6.40387,472.792999,446.113007,3.563839,3.39379,94060800,90781200,92761200,365138100,18.814448,41.886965,27.361491,1.8203,0,0,0,0,0,0,0,0,40491900,15422400,27225000,1467759600,8.099365,7.115984,8.030476,7.317129,15270300,5004900,9005400,502742700,3.054431,2.309289,2.656296,2.506291,4391100,1345500,2307600,125235000,0.878327,0.620821,0.680666,0.624326,2064600,710100,1179900,54467100,0.41297,0.327644,0.348032,0.271531,4605300,3083400,3469500,71253900,0.921172,1.422698,1.023388,0.355218,135125100,38116800,81398700,7769261700,27.028307,17.587309,24.009929,38.731611,59190300,17167500,35265600,3103771500,11.8395,7.921183,10.402187,15.473036,25125300,6390900,14740200,1647474300,5.025671,2.948798,4.347872,8.21305,0,0,0,0,0,0,0,0,12418200,5364000,8091000,693078300,2.483942,2.47498,2.386578,3.45516,23274900,9073800,14797800,732520800,4.655546,4.186703,4.364862,3.65179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59133600,15329700,32911200,2781962100,11.828158,7.073211,9.707717,13.86874,12885300,2127600,6669000,554389200,2.577373,0.981687,1.967135,2.763762,11570400,6499800,8871300,188364600,2.314361,2.999045,2.616741,0.939042,332100,311400,327600,1808100,0.066428,0.143682,0.096631,0.009014,14.405531,8.054898,11.674852,16.632502,499.9364448,216.7077076,339.0414108,20059.22454,12.445093,10.373738,11.71547,10.719277,43.893478,28.45729,38.759988,62.417697,0,0,0,0,18.814448,41.886965,27.361491,1.8203,2.380789,3.142727,2.713372,0.948056,94061700,90848700,92759400,368674200,18.814628,41.91811,27.36096,1.837928,0,0,0,0,0,0,0,0,42113700,15746400,28153800,1550186100,8.423764,7.265479,8.304441,7.728045,16077600,5139900,9366300,560440800,3.215911,2.371579,2.762749,2.79393,4589100,1388700,2371500,142390800,0.917932,0.640754,0.699514,0.709852,2126700,745200,1222200,58646700,0.425392,0.34384,0.360509,0.292368,5084100,3334500,3889800,57594600,1.016944,1.538557,1.147363,0.287123,133282800,37790100,80481600,7732429200,26.659802,17.436568,23.739414,38.547992,55462500,16470000,33397200,2993601600,11.093849,7.599352,9.851071,14.923813,23947200,6180300,14059800,1581973200,4.790022,2.851626,4.147177,7.886511,0,0,0,0,0,0,0,0,14311800,5378400,8645400,724463100,2.862708,2.481625,2.550108,3.61162,26084700,9721800,16375500,839090700,5.217574,4.485694,4.830232,4.183066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58634100,15196500,32718600,2728004400,11.728246,7.011752,9.650907,13.599748,12696300,2131200,6672600,533849400,2.539569,0.983348,1.968197,2.661366,11133000,6362100,8595900,184304700,2.226871,2.935509,2.535507,0.918803,333900,295200,311400,3577500,0.066788,0.136207,0.091853,0.017835,14.267815,7.9951,11.619104,16.261114,499.9364448,216.7077076,339.0414108,20059.22454,12.982999,10.621652,12.127213,11.524195,42.543673,27.887546,37.737662,61.358316,12.47676387,3.866585602,7.162317611,439.3672247,2.49567,1.78424,2.11252,2.19035,0,0,0,0,0,0,0,0,18.814628,41.91811,27.36096,1.837928,2.293659,3.071716,2.62736,0.936638,0.524152,0.590195,0,0,3.78303,2,49618.89844,53655,13417.59961,10479,138025,136511,8981.169922,8865,244.231994,256.384002,248.197998,195.550994,0,0,0,0,0,0,66970.89844,65841,119021,121671,0,0,2.7578,2.67094,2.7236,2.28139,19.932,40.271305,29.122094,1.921565,0,0,20.404899,8,0,100,SDMNTRY,474.4689896,128.8095656,2356.870117,2441.399902,2174.810059,2308,64.108902,1545.380005,1627.420044,791.505005,862.333008,1671.030029,1744.040039,53.162899,915.940002,947,59.6908,25.26024867,4.836797067,0,0,0,0
